,STUDY_ID,DAY,MONTH,YEAR,SAMPLE_DESC,PLOT,ID_SPECIES,LATITUDE,LONGITUDE,sum.allrawdata.ABUNDANCE,sum.allrawdata.BIOMASS,GENUS,SPECIES,GENUS_SPECIES
634,10,NA,NA,1984,47.400000_-95.120000_2_Treefall_0_Small,2,2427,47.4,-95.12,4,0,Viburnum,rafinesquianum,Viburnum rafinesquianum
635,10,NA,NA,1984,47.400000_-95.120000_2_Treefall_0_Small,2,24,47.4,-95.12,7,0,Acer,spicatum,Acer spicatum
636,10,NA,NA,1984,47.400000_-95.120000_2_Treefall_0_Small,2,607,47.4,-95.12,2,0,Corylus,cornuta,Corylus cornuta
637,10,NA,NA,1984,47.400000_-95.120000_2_Treefall_Base_Medium,2,1912,47.4,-95.12,1,0,Populus,sp,Populus sp
638,10,NA,NA,1984,47.400000_-95.120000_2_Treefall_Base_Medium,2,24,47.4,-95.12,26,0,Acer,spicatum,Acer spicatum
639,10,NA,NA,1984,47.400000_-95.120000_2_Treefall_Base_Medium,2,607,47.4,-95.12,2,0,Corylus,cornuta,Corylus cornuta
640,10,NA,NA,1984,47.400000_-95.120000_2_Treefall_Base_Small,2,1912,47.4,-95.12,5,0,Populus,sp,Populus sp
641,10,NA,NA,1984,47.400000_-95.120000_2_Treefall_Base_Small,2,22,47.4,-95.12,11,0,Acer,rubrum,Acer rubrum
642,10,NA,NA,1984,47.400000_-95.120000_2_Treefall_Base_Small,2,23,47.4,-95.12,13,0,Acer,saccharum,Acer saccharum
643,10,NA,NA,1984,47.400000_-95.120000_2_Treefall_Base_Small,2,24,47.4,-95.12,18,0,Acer,spicatum,Acer spicatum
644,10,NA,NA,1984,47.400000_-95.120000_2_Treefall_Base_Small,2,607,47.4,-95.12,4,0,Corylus,cornuta,Corylus cornuta
645,10,NA,NA,1984,47.400000_-95.120000_2_Treefall_Base_Tall,2,24,47.4,-95.12,2,0,Acer,spicatum,Acer spicatum
646,10,NA,NA,1984,47.400000_-95.120000_34_Control_0_Medium,34,1744,47.4,-95.12,1,0,Ostrya,virginiana,Ostrya virginiana
647,10,NA,NA,1984,47.400000_-95.120000_34_Control_0_Medium,34,23,47.4,-95.12,1,0,Acer,saccharum,Acer saccharum
648,10,NA,NA,1992,47.400000_-95.120000_39_Treefall_0_Small,39,607,47.4,-95.12,4,0,Corylus,cornuta,Corylus cornuta
649,10,NA,NA,1992,47.400000_-95.120000_39_Treefall_0_Tall,39,605,47.4,-95.12,1,0,Cornus,rugosa,Cornus rugosa
650,10,NA,NA,1992,47.400000_-95.120000_39_Treefall_0_Tall,39,607,47.4,-95.12,6,0,Corylus,cornuta,Corylus cornuta
651,10,NA,NA,1992,47.400000_-95.120000_39_Treefall_Base_Medium,39,607,47.4,-95.12,21,0,Corylus,cornuta,Corylus cornuta
652,10,NA,NA,1984,47.400000_-95.120000_34_Control_0_Small,34,22,47.4,-95.12,6,0,Acer,rubrum,Acer rubrum
653,10,NA,NA,1984,47.400000_-95.120000_34_Control_0_Small,34,23,47.4,-95.12,9,0,Acer,saccharum,Acer saccharum
654,10,NA,NA,1984,47.400000_-95.120000_34_Control_0_Small,34,2405,47.4,-95.12,5,0,Vaccinium,angustifolium,Vaccinium angustifolium
655,10,NA,NA,1992,47.400000_-95.120000_39_Treefall_Base_Small,39,710,47.4,-95.12,1,0,Diervilla,lonicera,Diervilla lonicera
656,10,NA,NA,1992,47.400000_-95.120000_39_Treefall_Base_Tall,39,605,47.4,-95.12,1,0,Cornus,rugosa,Cornus rugosa
657,10,NA,NA,1992,47.400000_-95.120000_39_Treefall_Base_Tall,39,607,47.4,-95.12,5,0,Corylus,cornuta,Corylus cornuta
658,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_0_Small,71,22,47.4,-95.12,7,0,Acer,rubrum,Acer rubrum
659,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_0_Small,71,23,47.4,-95.12,69,0,Acer,saccharum,Acer saccharum
660,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_0_Tall,71,23,47.4,-95.12,1,0,Acer,saccharum,Acer saccharum
661,10,NA,NA,1992,47.400000_-95.120000_40_Control_Base_Medium,40,1959,47.4,-95.12,1,0,Prunus,virginiana,Prunus virginiana
662,10,NA,NA,1992,47.400000_-95.120000_40_Control_Base_Medium,40,23,47.4,-95.12,1,0,Acer,saccharum,Acer saccharum
663,10,NA,NA,1992,47.400000_-95.120000_40_Control_Base_Medium,40,24,47.4,-95.12,1,0,Acer,spicatum,Acer spicatum
664,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_Base_Medium,71,24,47.4,-95.12,14,0,Acer,spicatum,Acer spicatum
665,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_Base_Medium,71,607,47.4,-95.12,6,0,Corylus,cornuta,Corylus cornuta
666,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_Base_Small,71,1474,47.4,-95.12,3,0,Lonicera,canadensis,Lonicera canadensis
667,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_Base_Small,71,1912,47.4,-95.12,1,0,Populus,sp,Populus sp
668,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_Base_Small,71,2026,47.4,-95.12,1,0,Quercus,rubra,Quercus rubra
669,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_Base_Small,71,22,47.4,-95.12,6,0,Acer,rubrum,Acer rubrum
670,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_Base_Small,71,23,47.4,-95.12,105,0,Acer,saccharum,Acer saccharum
671,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_Base_Small,71,24,47.4,-95.12,11,0,Acer,spicatum,Acer spicatum
672,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_Base_Small,71,607,47.4,-95.12,12,0,Corylus,cornuta,Corylus cornuta
673,10,NA,NA,1984,47.400000_-95.120000_71_Treefall_Base_Tall,71,24,47.4,-95.12,2,0,Acer,spicatum,Acer spicatum
674,10,NA,NA,1984,47.400000_-95.120000_73_Control_0_Medium,73,23,47.4,-95.12,6,0,Acer,saccharum,Acer saccharum
675,10,NA,NA,1984,47.400000_-95.120000_34_Treefall_Base_Medium,34,607,47.4,-95.12,1,0,Corylus,cornuta,Corylus cornuta
676,10,NA,NA,1984,47.400000_-95.120000_34_Treefall_Base_Small,34,1912,47.4,-95.12,3,0,Populus,sp,Populus sp
677,10,NA,NA,1984,47.400000_-95.120000_34_Treefall_Base_Small,34,2068,47.4,-95.12,1,0,Rubus,flagellaris,Rubus flagellaris
678,10,NA,NA,1984,47.400000_-95.120000_34_Treefall_Base_Small,34,22,47.4,-95.12,2,0,Acer,rubrum,Acer rubrum
679,10,NA,NA,1984,47.400000_-95.120000_12_Control_0_Small,12,710,47.4,-95.12,3,0,Diervilla,lonicera,Diervilla lonicera
680,10,NA,NA,1984,47.400000_-95.120000_12_Treefall_0_Medium,12,1912,47.4,-95.12,1,0,Populus,sp,Populus sp
681,10,NA,NA,1984,47.400000_-95.120000_12_Treefall_0_Medium,12,22,47.4,-95.12,1,0,Acer,rubrum,Acer rubrum
682,10,NA,NA,1984,47.400000_-95.120000_12_Treefall_0_Medium,12,605,47.4,-95.12,1,0,Cornus,rugosa,Cornus rugosa
683,10,NA,NA,1984,47.400000_-95.120000_12_Treefall_0_Medium,12,607,47.4,-95.12,21,0,Corylus,cornuta,Corylus cornuta
684,10,NA,NA,1984,47.400000_-95.120000_12_Treefall_0_Small,12,1912,47.4,-95.12,2,0,Populus,sp,Populus sp
685,10,NA,NA,1984,47.400000_-95.120000_12_Treefall_0_Small,12,1959,47.4,-95.12,1,0,Prunus,virginiana,Prunus virginiana
686,10,NA,NA,1984,47.400000_-95.120000_12_Treefall_0_Small,12,2068,47.4,-95.12,1,0,Rubus,flagellaris,Rubus flagellaris
687,10,NA,NA,1984,47.400000_-95.120000_12_Treefall_0_Small,12,22,47.4,-95.12,5,0,Acer,rubrum,Acer rubrum
688,10,NA,NA,1984,47.400000_-95.120000_12_Treefall_0_Small,12,23,47.4,-95.12,2,0,Acer,saccharum,Acer saccharum
689,10,NA,NA,1984,47.400000_-95.120000_12_Treefall_0_Small,12,2427,47.4,-95.12,1,0,Viburnum,rafinesquianum,Viburnum rafinesquianum
690,10,NA,NA,1984,47.400000_-95.120000_12_Treefall_0_Small,12,605,47.4,-95.12,5,0,Cornus,rugosa,Cornus rugosa
691,10,NA,NA,1984,47.400000_-95.120000_12_Treefall_0_Small,12,607,47.4,-95.12,20,0,Corylus,cornuta,Corylus cornuta
692,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_0_Medium,73,1959,47.4,-95.12,1,0,Prunus,virginiana,Prunus virginiana
693,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_0_Medium,73,23,47.4,-95.12,5,0,Acer,saccharum,Acer saccharum
694,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_0_Small,73,1744,47.4,-95.12,1,0,Ostrya,virginiana,Ostrya virginiana
695,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_0_Small,73,1912,47.4,-95.12,1,0,Populus,sp,Populus sp
696,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_0_Small,73,1959,47.4,-95.12,3,0,Prunus,virginiana,Prunus virginiana
697,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_0_Small,73,22,47.4,-95.12,6,0,Acer,rubrum,Acer rubrum
698,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_0_Small,73,23,47.4,-95.12,95,0,Acer,saccharum,Acer saccharum
699,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_0_Small,73,2405,47.4,-95.12,3,0,Vaccinium,angustifolium,Vaccinium angustifolium
700,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_Base_Medium,73,2405,47.4,-95.12,1,0,Vaccinium,angustifolium,Vaccinium angustifolium
701,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_Base_Medium,73,2427,47.4,-95.12,3,0,Viburnum,rafinesquianum,Viburnum rafinesquianum
702,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_Base_Small,73,1474,47.4,-95.12,13,0,Lonicera,canadensis,Lonicera canadensis
703,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_Base_Small,73,1912,47.4,-95.12,1,0,Populus,sp,Populus sp
704,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_Base_Small,73,2026,47.4,-95.12,1,0,Quercus,rubra,Quercus rubra
705,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_Base_Small,73,22,47.4,-95.12,8,0,Acer,rubrum,Acer rubrum
706,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_Base_Small,73,23,47.4,-95.12,62,0,Acer,saccharum,Acer saccharum
707,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_Base_Small,73,2405,47.4,-95.12,7,0,Vaccinium,angustifolium,Vaccinium angustifolium
708,10,NA,NA,1984,47.400000_-95.120000_73_Treefall_Base_Small,73,2427,47.4,-95.12,3,0,Viburnum,rafinesquianum,Viburnum rafinesquianum
709,10,NA,NA,1984,47.400000_-95.120000_74_Control_Base_Medium,74,22,47.4,-95.12,3,0,Acer,rubrum,Acer rubrum
710,10,NA,NA,1984,47.400000_-95.120000_74_Control_Base_Medium,74,607,47.4,-95.12,1,0,Corylus,cornuta,Corylus cornuta
711,10,NA,NA,1984,47.400000_-95.120000_74_Control_Base_Small,74,22,47.4,-95.12,29,0,Acer,rubrum,Acer rubrum
712,10,NA,NA,1984,47.400000_-95.120000_35_Treefall_0_Tall,35,23,47.4,-95.12,1,0,Acer,saccharum,Acer saccharum
713,10,NA,NA,1984,47.400000_-95.120000_35_Treefall_Base_Medium,35,1474,47.4,-95.12,1,0,Lonicera,canadensis,Lonicera canadensis
714,10,NA,NA,1984,47.400000_-95.120000_35_Treefall_Base_Medium,35,23,47.4,-95.12,5,0,Acer,saccharum,Acer saccharum
715,10,NA,NA,1984,47.400000_-95.120000_35_Treefall_Base_Medium,35,607,47.4,-95.12,2,0,Corylus,cornuta,Corylus cornuta
716,10,NA,NA,1984,47.400000_-95.120000_74_Treefall_Base_Medium,74,2069,47.4,-95.12,1,0,Rubus,idaeus,Rubus idaeus
717,10,NA,NA,1984,47.400000_-95.120000_74_Treefall_Base_Medium,74,22,47.4,-95.12,6,0,Acer,rubrum,Acer rubrum
718,10,NA,NA,1984,47.400000_-95.120000_74_Treefall_Base_Medium,74,23,47.4,-95.12,1,0,Acer,saccharum,Acer saccharum
719,10,NA,NA,1984,47.400000_-95.120000_74_Treefall_Base_Small,74,1474,47.4,-95.12,5,0,Lonicera,canadensis,Lonicera canadensis
720,10,NA,NA,1984,47.400000_-95.120000_74_Treefall_Base_Small,74,1912,47.4,-95.12,2,0,Populus,sp,Populus sp
721,10,NA,NA,1984,47.400000_-95.120000_74_Treefall_Base_Small,74,2026,47.4,-95.12,1,0,Quercus,rubra,Quercus rubra
722,10,NA,NA,1984,47.400000_-95.120000_74_Treefall_Base_Small,74,2068,47.4,-95.12,6,0,Rubus,flagellaris,Rubus flagellaris
723,10,NA,NA,1984,47.400000_-95.120000_36_Control_0_Small,36,1912,47.4,-95.12,1,0,Populus,sp,Populus sp
724,10,NA,NA,1984,47.400000_-95.120000_36_Control_0_Small,36,22,47.4,-95.12,11,0,Acer,rubrum,Acer rubrum
725,10,NA,NA,1984,47.400000_-95.120000_36_Control_0_Small,36,23,47.4,-95.12,96,0,Acer,saccharum,Acer saccharum
726,10,NA,NA,1984,47.400000_-95.120000_36_Control_0_Small,36,2427,47.4,-95.12,1,0,Viburnum,rafinesquianum,Viburnum rafinesquianum
727,10,NA,NA,1984,47.400000_-95.120000_36_Control_0_Small,36,607,47.4,-95.12,2,0,Corylus,cornuta,Corylus cornuta
728,10,NA,NA,1984,47.400000_-95.120000_36_Control_Base_Medium,36,1744,47.4,-95.12,2,0,Ostrya,virginiana,Ostrya virginiana
729,10,NA,NA,1984,47.400000_-95.120000_36_Control_Base_Medium,36,1912,47.4,-95.12,1,0,Populus,sp,Populus sp
730,10,NA,NA,1984,47.400000_-95.120000_36_Control_Base_Medium,36,23,47.4,-95.12,4,0,Acer,saccharum,Acer saccharum
731,10,NA,NA,1984,47.400000_-95.120000_36_Control_Base_Small,36,23,47.4,-95.12,88,0,Acer,saccharum,Acer saccharum
732,10,NA,NA,1984,47.400000_-95.120000_36_Control_Base_Tall,36,1744,47.4,-95.12,1,0,Ostrya,virginiana,Ostrya virginiana
733,10,NA,NA,1992,47.400000_-95.120000_47_Control_Base_Medium,47,1912,47.4,-95.12,2,0,Populus,sp,Populus sp
734,10,NA,NA,1992,47.400000_-95.120000_47_Control_Base_Medium,47,24,47.4,-95.12,4,0,Acer,spicatum,Acer spicatum
735,10,NA,NA,1992,47.400000_-95.120000_47_Control_Base_Medium,47,607,47.4,-95.12,10,0,Corylus,cornuta,Corylus cornuta
736,10,NA,NA,1992,47.400000_-95.120000_47_Control_Base_Small,47,1912,47.4,-95.12,3,0,Populus,sp,Populus sp
737,10,NA,NA,1992,47.400000_-95.120000_47_Control_Base_Small,47,23,47.4,-95.12,3,0,Acer,saccharum,Acer saccharum
738,10,NA,NA,1992,47.400000_-95.120000_47_Control_Base_Small,47,24,47.4,-95.12,11,0,Acer,spicatum,Acer spicatum
739,10,NA,NA,1992,47.400000_-95.120000_47_Control_Base_Small,47,607,47.4,-95.12,8,0,Corylus,cornuta,Corylus cornuta
740,10,NA,NA,1992,47.400000_-95.120000_47_Control_Base_Tall,47,24,47.4,-95.12,1,0,Acer,spicatum,Acer spicatum
741,10,NA,NA,1992,47.400000_-95.120000_47_Control_Base_Tall,47,336,47.4,-95.12,1,0,Betula,papyrifera,Betula papyrifera
742,10,NA,NA,1992,47.400000_-95.120000_47_Control_Base_Tall,47,607,47.4,-95.12,2,0,Corylus,cornuta,Corylus cornuta
743,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_0_Medium,47,1912,47.4,-95.12,6,0,Populus,sp,Populus sp
744,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_0_Medium,47,23,47.4,-95.12,5,0,Acer,saccharum,Acer saccharum
745,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_0_Medium,47,607,47.4,-95.12,1,0,Corylus,cornuta,Corylus cornuta
746,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_0_Small,47,1744,47.4,-95.12,2,0,Ostrya,virginiana,Ostrya virginiana
747,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_0_Small,47,22,47.4,-95.12,4,0,Acer,rubrum,Acer rubrum
748,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_0_Small,47,23,47.4,-95.12,38,0,Acer,saccharum,Acer saccharum
749,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_0_Small,47,24,47.4,-95.12,2,0,Acer,spicatum,Acer spicatum
750,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_0_Small,47,607,47.4,-95.12,1,0,Corylus,cornuta,Corylus cornuta
751,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_0_Tall,47,1744,47.4,-95.12,1,0,Ostrya,virginiana,Ostrya virginiana
752,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_0_Tall,47,1912,47.4,-95.12,1,0,Populus,sp,Populus sp
753,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_0_Tall,47,22,47.4,-95.12,1,0,Acer,rubrum,Acer rubrum
754,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_Base_Medium,47,24,47.4,-95.12,2,0,Acer,spicatum,Acer spicatum
755,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_Base_Medium,47,607,47.4,-95.12,3,0,Corylus,cornuta,Corylus cornuta
756,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_Base_Small,47,1474,47.4,-95.12,3,0,Lonicera,canadensis,Lonicera canadensis
757,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_Base_Small,47,1912,47.4,-95.12,1,0,Populus,sp,Populus sp
758,10,NA,NA,1992,47.400000_-95.120000_47_Treefall_Base_Small,47,22,47.4,-95.12,3,0,Acer,rubrum,Acer rubrum
759,10,NA,NA,1996,47.400000_-95.120000_46_Control_0_Medium,46,23,47.4,-95.12,7,0,Acer,saccharum,Acer saccharum
760,10,NA,NA,1996,47.400000_-95.120000_46_Control_0_Medium,46,24,47.4,-95.12,2,0,Acer,spicatum,Acer spicatum
761,10,NA,NA,1996,47.400000_-95.120000_46_Control_0_Medium,46,607,47.4,-95.12,7,0,Corylus,cornuta,Corylus cornuta
762,10,NA,NA,1996,47.400000_-95.120000_46_Control_0_Small,46,1474,47.4,-95.12,5,0,Lonicera,canadensis,Lonicera canadensis
763,10,NA,NA,1996,47.400000_-95.120000_46_Control_0_Small,46,1959,47.4,-95.12,2,0,Prunus,virginiana,Prunus virginiana
764,10,NA,NA,1996,47.400000_-95.120000_46_Control_0_Small,46,2026,47.4,-95.12,2,0,Quercus,rubra,Quercus rubra
765,10,NA,NA,1996,47.400000_-95.120000_46_Control_0_Small,46,22,47.4,-95.12,12,0,Acer,rubrum,Acer rubrum
766,10,NA,NA,1996,47.400000_-95.120000_46_Control_0_Small,46,23,47.4,-95.12,46,0,Acer,saccharum,Acer saccharum
767,10,NA,NA,1996,47.400000_-95.120000_46_Control_0_Small,46,2427,47.4,-95.12,2,0,Viburnum,rafinesquianum,Viburnum rafinesquianum
768,10,NA,NA,1996,47.400000_-95.120000_46_Control_0_Tall,46,23,47.4,-95.12,1,0,Acer,saccharum,Acer saccharum
769,10,NA,NA,1996,47.400000_-95.120000_46_Control_Base_Medium,46,23,47.4,-95.12,13,0,Acer,saccharum,Acer saccharum
770,10,NA,NA,1996,47.400000_-95.120000_46_Control_Base_Medium,46,607,47.4,-95.12,4,0,Corylus,cornuta,Corylus cornuta
771,10,NA,NA,1996,47.400000_-95.120000_46_Control_Base_Small,46,2026,47.4,-95.12,5,0,Quercus,rubra,Quercus rubra
772,10,NA,NA,1996,47.400000_-95.120000_46_Control_Base_Small,46,22,47.4,-95.12,7,0,Acer,rubrum,Acer rubrum
773,10,NA,NA,1992,47.400000_-95.120000_4_Control_Base_Small,4,2026,47.4,-95.12,4,0,Quercus,rubra,Quercus rubra
774,10,NA,NA,1996,47.400000_-95.120000_46_Control_Base_Small,46,24,47.4,-95.12,1,0,Acer,spicatum,Acer spicatum
775,10,NA,NA,1996,47.400000_-95.120000_46_Control_Base_Small,46,607,47.4,-95.12,5,0,Corylus,cornuta,Corylus cornuta
776,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_0_Medium,46,1912,47.4,-95.12,1,0,Populus,sp,Populus sp
777,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_0_Medium,46,2026,47.4,-95.12,1,0,Quercus,rubra,Quercus rubra
778,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_0_Medium,46,23,47.4,-95.12,7,0,Acer,saccharum,Acer saccharum
779,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_0_Small,46,2026,47.4,-95.12,3,0,Quercus,rubra,Quercus rubra
780,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_0_Small,46,22,47.4,-95.12,11,0,Acer,rubrum,Acer rubrum
781,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_0_Small,46,23,47.4,-95.12,36,0,Acer,saccharum,Acer saccharum
782,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_0_Small,46,24,47.4,-95.12,3,0,Acer,spicatum,Acer spicatum
783,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_0_Tall,46,23,47.4,-95.12,1,0,Acer,saccharum,Acer saccharum
784,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_Base_Medium,46,23,47.4,-95.12,6,0,Acer,saccharum,Acer saccharum
785,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_Base_Medium,46,2427,47.4,-95.12,1,0,Viburnum,rafinesquianum,Viburnum rafinesquianum
786,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_Base_Medium,46,607,47.4,-95.12,11,0,Corylus,cornuta,Corylus cornuta
787,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_Base_Small,46,2026,47.4,-95.12,3,0,Quercus,rubra,Quercus rubra
788,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_Base_Small,46,22,47.4,-95.12,6,0,Acer,rubrum,Acer rubrum
789,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_Base_Small,46,23,47.4,-95.12,10,0,Acer,saccharum,Acer saccharum
790,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_Base_Small,46,2427,47.4,-95.12,2,0,Viburnum,rafinesquianum,Viburnum rafinesquianum
791,10,NA,NA,1996,47.400000_-95.120000_46_Treefall_Base_Small,46,607,47.4,-95.12,4,0,Corylus,cornuta,Corylus cornuta
792,10,NA,NA,1996,47.400000_-95.120000_47_Control_0_Medium,47,1912,47.4,-95.12,2,0,Populus,sp,Populus sp
793,10,NA,NA,1996,47.400000_-95.120000_47_Control_0_Small,47,1912,47.4,-95.12,4,0,Populus,sp,Populus sp
794,10,NA,NA,1996,47.400000_-95.120000_47_Control_0_Small,47,2026,47.4,-95.12,10,0,Quercus,rubra,Quercus rubra
795,10,NA,NA,1992,47.400000_-95.120000_5_Control_0_Small,5,1744,47.4,-95.12,1,0,Ostrya,virginiana,Ostrya virginiana
796,10,NA,NA,1992,47.400000_-95.120000_5_Control_0_Small,5,2025,47.4,-95.12,3,0,Quercus,macrocarpa,Quercus macrocarpa
797,10,NA,NA,1992,47.400000_-95.120000_5_Control_0_Small,5,22,47.4,-95.12,10,0,Acer,rubrum,Acer rubrum
798,10,NA,NA,1992,47.400000_-95.120000_5_Control_0_Small,5,2405,47.4,-95.12,1,0,Vaccinium,angustifolium,Vaccinium angustifolium
799,10,NA,NA,1992,47.400000_-95.120000_5_Control_0_Small,5,24,47.4,-95.12,7,0,Acer,spicatum,Acer spicatum
800,10,NA,NA,1992,47.400000_-95.120000_5_Control_0_Small,5,607,47.4,-95.12,3,0,Corylus,cornuta,Corylus cornuta
801,10,NA,NA,1992,47.400000_-95.120000_5_Control_0_Tall,5,22,47.4,-95.12,2,0,Acer,rubrum,Acer rubrum
802,10,NA,NA,1992,47.400000_-95.120000_5_Control_0_Tall,5,607,47.4,-95.12,3,0,Corylus,cornuta,Corylus cornuta
803,10,NA,NA,1992,47.400000_-95.120000_5_Treefall_0_Medium,5,22,47.4,-95.12,3,0,Acer,rubrum,Acer rubrum
804,10,NA,NA,1992,47.400000_-95.120000_5_Treefall_0_Medium,5,24,47.4,-95.12,7,0,Acer,spicatum,Acer spicatum
805,10,NA,NA,1996,47.400000_-95.120000_47_Control_Base_Small,47,607,47.4,-95.12,13,0,Corylus,cornuta,Corylus cornuta
806,10,NA,NA,1996,47.400000_-95.120000_47_Control_Base_Tall,47,24,47.4,-95.12,1,0,Acer,spicatum,Acer spicatum
807,10,NA,NA,1996,47.400000_-95.120000_47_Control_Base_Tall,47,607,47.4,-95.12,2,0,Corylus,cornuta,Corylus cornuta
808,10,NA,NA,1996,47.400000_-95.120000_47_Treefall_0_Medium,47,1912,47.4,-95.12,1,0,Populus,sp,Populus sp
809,10,NA,NA,1996,47.400000_-95.120000_47_Treefall_0_Medium,47,23,47.4,-95.12,8,0,Acer,saccharum,Acer saccharum
810,10,NA,NA,1996,47.400000_-95.120000_47_Treefall_0_Small,47,1912,47.4,-95.12,2,0,Populus,sp,Populus sp
811,10,NA,NA,1996,47.400000_-95.120000_47_Treefall_0_Small,47,2026,47.4,-95.12,26,0,Quercus,rubra,Quercus rubra
812,10,NA,NA,1996,47.400000_-95.120000_47_Treefall_0_Small,47,22,47.4,-95.12,8,0,Acer,rubrum,Acer rubrum
813,10,NA,NA,1996,47.400000_-95.120000_47_Treefall_0_Small,47,2345,47.4,-95.12,1,0,Tilia,americana,Tilia americana
814,10,NA,NA,1996,47.400000_-95.120000_47_Treefall_0_Small,47,23,47.4,-95.12,26,0,Acer,saccharum,Acer saccharum
815,10,NA,NA,1996,47.400000_-95.120000_47_Treefall_0_Small,47,2427,47.4,-95.12,1,0,Viburnum,rafinesquianum,Viburnum rafinesquianum
816,10,NA,NA,1992,47.400000_-95.120000_1_Treefall_Base_Tall,1,24,47.4,-95.12,2,0,Acer,spicatum,Acer spicatum
817,10,NA,NA,1992,47.400000_-95.120000_1_Treefall_Base_Tall,1,607,47.4,-95.12,4,0,Corylus,cornuta,Corylus cornuta
818,10,NA,NA,1992,47.400000_-95.120000_2_Control_0_Medium,2,1912,47.4,-95.12,1,0,Populus,sp,Populus sp
819,10,NA,NA,1992,47.400000_-95.120000_2_Control_0_Medium,2,1959,47.4,-95.12,2,0,Prunus,virginiana,Prunus virginiana
820,10,NA,NA,1992,47.400000_-95.120000_2_Control_0_Medium,2,22,47.4,-95.12,1,0,Acer,rubrum,Acer rubrum
821,10,NA,NA,1992,47.400000_-95.120000_2_Control_0_Medium,2,23,47.4,-95.12,3,0,Acer,saccharum,Acer saccharum
822,10,NA,NA,1992,47.400000_-95.120000_2_Control_0_Medium,2,24,47.4,-95.12,1,0,Acer,spicatum,Acer spicatum
823,10,NA,NA,1992,47.400000_-95.120000_2_Control_0_Small,2,1959,47.4,-95.12,2,0,Prunus,virginiana,Prunus virginiana
824,10,NA,NA,1992,47.400000_-95.120000_2_Control_0_Small,2,2026,47.4,-95.12,1,0,Quercus,rubra,Quercus rubra
825,10,NA,NA,1992,47.400000_-95.120000_2_Control_0_Small,2,22,47.4,-95.12,15,0,Acer,rubrum,Acer rubrum
826,10,NA,NA,1992,47.400000_-95.120000_2_Control_0_Small,2,23,47.4,-95.12,22,0,Acer,saccharum,Acer saccharum
